NAME,GP,ROLE,COUNTRY,FIBA_CLASS,FIBA_YEAR,POSS,PTS,PPP,AST,TO,FG%,3FG_ATT,3FG%,EFG%,TOT_REB,FT_ATT,FT%,STL_BLK,AST_TO,PTS/G_career,AST_career,TRB_career,STL_BLK_career,G_career,PER_career,best_season,bestteam,bestconf,PTS/G_best,AST_best,TRB_best,STL_BLK_best,PER_best,made_d1,bestteam_rank,team_mult,conf_mult,league_adj_best
Sanna Strom,7,Slashing wing,Sweden,U20,2022,9.9,6.4,0.652,2.1,3.0,41.9%,1.6,0.0%,41.9%,4.1,1.6,81.8%,0.9,0.71,4.3,1.2,2.7,0.5,89.0,4.8,2023-24,Colorado St.,MWC,6.3,1.7,3.5,0.6,7.2,1.0,93.0,1.03675,1.01,7.539246
Loren Christie,6,Stretch big,Great Britain,U20,2019,17.3,14.3,0.827,1.8,3.7,38.8%,5.0,33.3%,46.3%,5.7,5.3,75.0%,2.7,0.50,5.0,0.7,3.9,1.2,135.0,5.5,2021-22,Buffalo,MAC,5.3,0.5,4.4,1.4,7.2,1.0,108.0,1.033,1.01,7.511976
Cynthia Ezeja,5,Post-up big,Greece,U18,2019,7.0,4.0,0.571,0.6,1.6,39.1%,0.0,-,39.1%,6.0,2.4,16.7%,2.2,0.38,3.3,0.2,4.4,1.1,68.0,5.8,2023-24,Loyola Marymount,WCC,5.9,0.3,4.5,1.0,7.1,1.0,180.5,1.014875,1.02,7.34972475
Olivia Leung,6,Spot-up shooting wing,Canada,U18,2024,8.3,8.0,0.96,0.8,0.5,35.7%,5.7,26.5%,46.4%,3.5,1.7,90.0%,1.8,1.67,6.9,0.9,2.1,0.7,59.0,4.9,2025-26,Dayton,A-10,8.7,1.4,3.0,0.9,6.9,1.0,98.5,1.035375,1.01,7.215528375
Olivia Leung,6,,Canada,U19,2025,3.7,3.7,1.0,0.8,0.5,42.1%,2.3,42.9%,57.9%,1.8,0.0,-,0.5,1.67,6.9,0.9,2.1,0.7,59.0,4.9,2025-26,Dayton,A-10,8.7,1.4,3.0,0.9,6.9,1.0,98.5,1.035375,1.01,7.215528375
Niyah Becker,7,Slashing wing,Canada,U19,2019,5.7,2.4,0.425,0.6,0.7,21.2%,1.9,15.4%,24.2%,4.0,0.6,25.0%,1.6,0.80,4.9,0.9,2.9,1.0,145.0,4.6,2021-22,Wake Forest,ACC,6.7,1.3,4.3,1.3,6.2,1.0,89.0,1.03775,1.12,7.206136000000001
Elea Gaba,11,Post-up big,Germany,U18,2019,10.2,7.0,0.688,0.4,2.3,40.8%,0.0,-,40.8%,2.8,2.9,59.4%,0.4,0.16,5.2,0.4,2.9,0.6,59.0,5.3,2020-21,Buffalo,MAC,6.9,0.6,3.8,0.5,6.9,1.0,108.0,1.033,1.01,7.198977
Isobel Bunyan,8,Spot-up shooting wing,Great Britain,U16,2019,9.5,6.0,0.632,1.4,1.9,36.2%,1.4,27.3%,38.8%,3.5,0.8,50.0%,2.3,0.73,5.2,1.0,2.1,1.7,98.0,5.2,2025-26,Montana St.,Big Sky,7.3,0.9,2.6,2.1,7.0,1.0,130.0,1.0275,1.0,7.192499999999999
Isobel Bunyan,7,Playmaking wing,Great Britain,U18,2022,13.7,9.1,0.667,2.6,2.9,35.7%,3.6,20.0%,39.3%,5.9,2.1,60.0%,4.3,0.90,5.2,1.0,2.1,1.7,98.0,5.2,2025-26,Montana St.,Big Sky,7.3,0.9,2.6,2.1,7.0,1.0,130.0,1.0275,1.0,7.192499999999999
Isobel Bunyan,5,Secondary ball handler,Great Britain,U20,2024,20.0,11.4,0.57,3.0,3.8,26.9%,4.0,5.0%,27.6%,7.0,5.6,71.4%,5.0,0.79,5.2,1.0,2.1,1.7,98.0,5.2,2025-26,Montana St.,Big Sky,7.3,0.9,2.6,2.1,7.0,1.0,130.0,1.0275,1.0,7.192499999999999
Marie Reichert,5,Post-up big,Germany,U20,2021,17.2,15.0,0.872,1.6,4.0,50.0%,0.8,75.0%,52.6%,11.8,3.6,77.8%,4.8,0.40,4.8,0.3,3.7,1.9,30.0,7.0,2019-20,Old Dominion,CUSA,4.8,0.3,3.7,1.9,7.0,1.0,139.0,1.02525,1.0,7.17675
Jessika Schiffer,5,Secondary ball handler,Germany,U20,2019,12.4,6.2,0.500,1.4,1.4,16.0%,7.4,18.9%,23.0%,3.4,2.0,80.0%,0.2,1.00,6.7,1.5,1.7,0.8,138.0,4.6,2021-22,Rider,MAAC,9.6,2.9,2.3,1.5,7.4,1.0,292.5,0.986875,0.98,7.1568175
Masa Buzic,7,Dynamic shooting wing,Serbia,U18,2023,4.0,4.1,1.036,0.4,0.7,42.9%,2.3,37.5%,57.1%,1.4,1.0,71.4%,0.0,0.60,2.1,0.2,0.7,0.2,13.0,1.9,2025-26,Jacksonville St.,CUSA,5.7,0.3,2.0,0.7,7.1,1.0,217.0,1.00575,1.0,7.140824999999999
Rebecca Demeke,6,Dynamic shooting wing,Canada,U19,2021,7.2,5.3,0.744,1.3,1.8,33.3%,4.0,41.7%,50.0%,2.0,0.7,50.0%,0.8,0.73,6.8,0.8,2.0,0.8,98.0,4.9,2024-25,Delaware,CAA,10.7,0.9,2.3,1.2,7.0,1.0,170.5,1.017375,1.0,7.121625
Maria Konstantinidou,5,,Germany,U20,2021,2.6,1.2,0.462,0.6,0.6,22.2%,0.2,0.0%,22.2%,2.2,0.4,100.0%,0.4,1.00,3.4,0.4,3.4,0.9,92.0,4.5,2024-25,Fresno St.,MWC,5.2,0.6,4.9,1.1,6.9,1.0,161.5,1.019625,1.01,7.105766625
Maria Konstantinidou,13,Stretch big,Germany,U20,2022,7.9,5.4,0.680,0.3,2.5,43.9%,1.4,27.8%,47.7%,3.4,0.8,63.6%,1.2,0.12,3.4,0.4,3.4,0.9,92.0,4.5,2024-25,Fresno St.,MWC,5.2,0.6,4.9,1.1,6.9,1.0,161.5,1.019625,1.01,7.105766625
Aaliyah Guyton,6,Playmaking wing,Brazil,U16,2021,13.7,8.3,0.61,2.0,2.8,23.2%,5.7,32.4%,33.0%,4.0,3.2,68.4%,0.8,0.71,5.5,1.6,1.6,0.6,59.0,4.5,2025-26,Illinois,Big Ten,6.3,2.0,2.0,0.7,6.1,1.0,93.5,1.036625,1.12,7.082221999999999
Nika Lokica,5,Secondary ball handler,Croatia,U18,2021,18.4,16.6,0.902,3.8,2.6,42.4%,3.4,17.6%,44.9%,5.8,9.0,66.7%,2.4,1.46,5.4,1.4,2.5,0.7,84.0,5.1,2023-24,Idaho St.,Big Sky,7.0,1.4,3.2,0.8,6.9,1.0,164.5,1.018875,1.0,7.0302375
Marta Savic,12,Post-up big,Croatia,U18,2019,9.0,6.8,0.750,0.6,1.3,36.7%,0.3,25.0%,37.3%,3.2,2.8,66.7%,1.1,0.44,4.2,0.6,3.0,0.7,96.0,5.7,2022-23,Wyoming,MWC,4.1,0.9,3.8,1.0,6.7,1.0,103.0,1.03425,1.01,6.998769749999999
Praise Egharevba,10,Post-up big,Germany,U18,2019,5.4,3.3,0.611,0.0,1.6,42.3%,0.0,-,42.3%,3.3,2.7,40.7%,0.5,0.00,2.6,0.4,3.9,0.8,91.0,5.1,2023-24,Oklahoma St.,Big 12,3.3,0.4,4.6,0.8,5.8,1.0,36.5,1.050875,1.13,6.88743475
Praise Egharevba,3,,Germany,U18,2021,5.3,4.0,0.750,0.3,1.3,44.4%,0.0,-,44.4%,4.0,2.7,50.0%,0.7,0.25,2.6,0.4,3.9,0.8,91.0,5.1,2023-24,Oklahoma St.,Big 12,3.3,0.4,4.6,0.8,5.8,1.0,36.5,1.050875,1.13,6.88743475
Marina Radocaj,6,Rim-finishing big,Canada,U16,2021,11.0,9.2,0.833,0.5,2.2,50.0%,0.2,0.0%,50.0%,5.0,2.5,60.0%,0.7,0.23,4.4,1.0,3.5,1.4,68.0,6.2,2024-25,Pacific,WCC,5.4,1.1,3.3,1.5,6.6,1.0,151.0,1.02225,1.02,6.881786999999998
Marina Radocaj,5,,Canada,U17,2022,2.8,2.2,0.786,0.6,0.4,41.7%,0.4,0.0%,41.7%,0.8,0.2,100.0%,0.0,1.50,4.4,1.0,3.5,1.4,68.0,6.2,2024-25,Pacific,WCC,5.4,1.1,3.3,1.5,6.6,1.0,151.0,1.02225,1.02,6.881786999999998
Merissah Russell,7,Playmaking wing,Canada,U19,2019,10.9,6.4,0.592,1.3,2.0,28.0%,1.3,11.1%,29.0%,3.7,3.6,64.0%,1.6,0.64,3.9,0.8,2.2,0.8,139.0,4.7,2022-23,Louisville,ACC,4.6,0.9,2.5,1.0,5.8,1.0,11.5,1.057125,1.12,6.867083999999999
Elisa Pinzan,3,,Italy,U20,2019,3.0,2.3,0.778,0.7,0.7,33.3%,1.3,50.0%,50.0%,1.0,0.7,50.0%,0.3,1.00,7.0,4.4,2.5,1.2,148.0,8.2,2022-23,Maryland,Big Ten,3.3,2.9,1.5,1.1,5.7,1.0,11.5,1.057125,1.12,6.748686
Taya Hanson,7,Dynamic shooting wing,Canada,U19,2019,14.7,10.7,0.728,1.7,3.0,32.0%,6.3,27.3%,40.0%,3.1,2.6,83.3%,0.3,0.57,6.4,1.3,2.5,1.0,149.0,5.2,2022-23,Oregon,Pac-12,6.1,1.2,2.1,0.7,5.6,1.0,19.0,1.05525,1.14,6.7367159999999995
Liisa Taponen,8,Post-up big,Finland,U18,2019,5.8,3.9,0.674,0.4,0.9,41.2%,0.0,-,41.2%,4.0,1.4,27.3%,0.8,0.43,2.5,0.4,2.9,0.6,90.0,4.2,2024-25,Akron,MAC,4.3,0.5,4.4,1.0,6.6,1.0,202.0,1.0095,1.01,6.729327
Liisa Taponen,9,Post-up big,Finland,U20,2022,8.2,7.9,0.959,0.7,0.9,52.5%,0.3,0.0%,52.5%,4.4,1.8,56.3%,1.0,0.75,2.5,0.4,2.9,0.6,90.0,4.2,2024-25,Akron,MAC,4.3,0.5,4.4,1.0,6.6,1.0,202.0,1.0095,1.01,6.729327
Esther Little,8,Playmaking big,Great Britain,U18,2019,10.8,5.1,0.477,1.6,4.4,41.3%,1.1,11.1%,42.4%,12.0,1.9,13.3%,3.1,0.37,1.2,0.9,3.0,0.7,113.0,3.5,2024-25,Gonzaga,WCC,2.2,1.7,5.4,0.9,6.2,1.0,43.5,1.049125,1.02,6.634666500000002
Vivien Nejasmic,5,Slashing wing,Croatia,U18,2021,7.4,7.2,0.973,1.4,0.8,45.2%,3.0,33.3%,53.2%,3.8,1.2,50.0%,1.4,1.75,4.8,0.9,2.6,0.4,47.0,4.2,2025-26,Xavier,Big East,6.9,1.3,3.7,0.5,6.2,1.0,177.0,1.01575,1.05,6.6125325
Vivien Nejasmic,7,Playmaking big,Croatia,U18,2022,9.3,7.0,0.754,1.9,1.6,46.0%,1.1,25.0%,48.0%,3.7,1.1,12.5%,2.1,1.18,4.8,0.9,2.6,0.4,47.0,4.2,2025-26,Xavier,Big East,6.9,1.3,3.7,0.5,6.2,1.0,177.0,1.01575,1.05,6.6125325
Tiffany Barbosa,6,Slashing wing,Sweden,U18,2022,8.7,4.5,0.519,0.7,2.3,31.3%,2.7,25.0%,37.5%,2.5,2.0,25.0%,1.8,0.29,2.9,0.6,1.6,1.0,67.0,3.5,2025-26,Portland,WCC,4.9,1.0,2.7,1.6,6.3,1.0,130.5,1.027375,1.02,6.601911749999999
Tiffany Barbosa,7,Dynamic shooting wing,Sweden,U18,2023,20.9,17.7,0.849,2.3,2.3,40.7%,8.3,29.3%,47.6%,5.0,2.3,43.8%,3.9,1.00,2.9,0.6,1.6,1.0,67.0,3.5,2025-26,Portland,WCC,4.9,1.0,2.7,1.6,6.3,1.0,130.5,1.027375,1.02,6.601911749999999
Tiffany Barbosa,7,Dynamic shooting wing,Sweden,U20,2024,11.9,9.7,0.819,1.4,2.0,40.0%,4.9,29.4%,47.7%,3.6,1.3,66.7%,2.1,0.71,2.9,0.6,1.6,1.0,67.0,3.5,2025-26,Portland,WCC,4.9,1.0,2.7,1.6,6.3,1.0,130.5,1.027375,1.02,6.601911749999999
Tiffany Barbosa,6,Playmaking wing,Sweden,U20,2025,11.2,9.2,0.821,2.7,1.8,37.7%,5.2,32.3%,47.2%,3.3,1.8,45.5%,2.0,1.45,2.9,0.6,1.6,1.0,67.0,3.5,2025-26,Portland,WCC,4.9,1.0,2.7,1.6,6.3,1.0,130.5,1.027375,1.02,6.601911749999999
Micah Dennis,5,,Canada,U19,2019,4.0,3.4,0.85,0.0,0.2,33.3%,1.8,44.4%,44.4%,1.8,0.4,50.0%,0.4,0.00,4.0,2.0,2.2,0.9,127.0,4.2,2022-23,East Carolina,AAC,6.7,2.7,3.2,1.4,6.2,1.0,133.5,1.026625,1.03,6.55602725
Anna Rescifina,4,,Italy,U16,2019,2.0,0.5,0.25,0.5,0.5,0.0%,0.5,0.0%,0.0%,1.0,0.5,100.0%,1.0,1.00,3.7,0.9,1.9,0.5,107.0,3.0,2025-26,American,Patriot,6.0,1.3,3.6,0.8,6.6,1.0,240.5,0.999875,0.99,6.53318325
Dominika Paurova,6,Slashing wing,Czechia,U18,2022,18.8,14.8,0.788,2.7,2.7,42.9%,3.3,15.0%,44.5%,9.2,2.2,61.5%,3.7,1.00,5.5,1.4,2.1,0.6,35.0,5.4,2023-24,Oregon St.,Pac-12,5.5,1.4,2.1,0.6,5.4,1.0,17.0,1.05575,1.14,6.499197
Dominika Paurova,4,Slashing wing,Czechia,U20,2021,9.5,5.0,0.526,0.8,3.0,31.8%,0.5,0.0%,31.8%,3.0,2.3,66.7%,1.0,0.25,5.5,1.4,2.1,0.6,35.0,5.4,2023-24,Oregon St.,Pac-12,5.5,1.4,2.1,0.6,5.4,1.0,17.0,1.05575,1.14,6.499197
Dominika Paurova,7,Slashing wing,Czechia,U20,2024,11.7,10.6,0.902,2.0,1.6,45.0%,2.0,28.6%,48.3%,5.1,3.3,69.6%,2.4,1.27,5.5,1.4,2.1,0.6,35.0,5.4,2023-24,Oregon St.,Pac-12,5.5,1.4,2.1,0.6,5.4,1.0,17.0,1.05575,1.14,6.499197
Saga Ukkonen,8,Spot-up shooting wing,Finland,U18,2019,8.9,5.1,0.577,2.0,1.4,26.3%,5.0,20.0%,33.3%,2.3,0.9,42.9%,1.0,1.45,3.4,0.9,1.2,0.4,109.0,2.5,2024-25,Fresno St.,MWC,8.0,2.2,2.5,0.9,6.3,1.0,161.5,1.019625,1.01,6.487873874999999
Britta Daub,7,Playmaking ball handler,Germany,U20,2019,7.0,3.4,0.490,2.0,2.7,32.1%,1.7,25.0%,37.5%,1.7,0.6,75.0%,1.0,0.74,3.9,2.0,2.6,1.2,48.0,4.0,2017-18,Houston Christian,Southland,4.0,3.0,3.4,1.5,6.6,1.0,317.0,0.98075,0.97,6.278761499999999
Anja Bukvic,8,Secondary ball handler,Serbia,U16,2019,19.3,12.0,0.623,3.9,4.6,33.6%,4.1,27.3%,37.9%,5.6,2.6,71.4%,2.5,0.84,4.9,1.4,2.6,0.6,70.0,4.6,2024-25,Idaho,Big Sky,6.4,1.7,3.9,0.8,6.1,1.0,145.0,1.02375,1.0,6.2448749999999995
Anja Bukvic,5,Secondary ball handler,Serbia,U18,2021,13.0,5.6,0.431,1.6,2.6,21.7%,3.4,11.8%,23.9%,4.0,2.6,46.2%,1.4,0.62,4.9,1.4,2.6,0.6,70.0,4.6,2024-25,Idaho,Big Sky,6.4,1.7,3.9,0.8,6.1,1.0,145.0,1.02375,1.0,6.2448749999999995
Anja Bukvic,7,Playmaking ball handler,Serbia,U20,2022,11.4,5.7,0.5,2.7,3.7,31.1%,1.3,0.0%,31.1%,3.6,3.1,54.5%,2.1,0.73,4.9,1.4,2.6,0.6,70.0,4.6,2024-25,Idaho,Big Sky,6.4,1.7,3.9,0.8,6.1,1.0,145.0,1.02375,1.0,6.2448749999999995
Vittoria Blasigh,7,Dynamic shooting wing,Italy,U16,2019,10.0,9.4,0.943,0.6,1.1,39.6%,4.3,36.7%,50.0%,2.9,2.9,65.0%,1.0,0.50,10.2,1.6,2.2,0.9,98.0,7.5,2025-26,Miami (FL),ACC,6.7,1.1,1.3,0.8,5.3,1.0,39.5,1.050125,1.12,6.233542
Vittoria Blasigh,7,Dynamic shooting wing,Italy,U18,2022,9.4,8.1,0.864,2.1,1.4,39.6%,4.0,28.6%,47.2%,3.1,1.0,100.0%,0.7,1.50,10.2,1.6,2.2,0.9,98.0,7.5,2025-26,Miami (FL),ACC,6.7,1.1,1.3,0.8,5.3,1.0,39.5,1.050125,1.12,6.233542
Vittoria Blasigh,7,Dynamic shooting wing,Italy,U20,2023,8.9,9.1,1.032,1.7,1.3,46.0%,4.4,41.9%,59.0%,1.3,0.9,83.3%,1.4,1.33,10.2,1.6,2.2,0.9,98.0,7.5,2025-26,Miami (FL),ACC,6.7,1.1,1.3,0.8,5.3,1.0,39.5,1.050125,1.12,6.233542
Roxane Makolo,7,Slashing wing,Canada,U19,2019,7.1,4.0,0.56,0.4,1.6,28.1%,0.9,0.0%,28.1%,3.9,2.3,62.5%,0.4,0.27,3.5,0.8,2.5,0.7,111.0,2.9,2024-25,Georgia,SEC,6.1,0.7,3.4,0.8,5.2,1.0,33.5,1.051625,1.13,6.1793485
Lucija Milkovic,4,,Croatia,U18,2022,5.0,3.0,0.600,0.8,0.5,33.3%,1.3,0.0%,33.3%,1.5,0.3,0.0%,0.0,1.50,4.1,0.5,2.5,0.6,41.0,3.9,2025-26,Seattle,WCC,6.2,0.7,3.8,0.8,6.1,1.0,274.0,0.9915,1.02,6.169112999999999
Lemyah Hylton,6,Playmaking wing,Canada,U18,2022,15.0,8.0,0.533,3.8,2.3,22.4%,5.5,18.2%,26.9%,5.7,3.3,60.0%,2.2,1.64,4.3,0.8,1.3,0.6,88.0,3.0,2023-24,Miami (FL),ACC,6.6,0.6,1.7,0.5,5.2,1.0,39.5,1.050125,1.12,6.115928
Lemyah Hylton,7,Slashing wing,Canada,U19,2021,10.3,6.0,0.583,0.4,2.4,35.3%,1.3,33.3%,38.2%,2.6,1.3,33.3%,1.3,0.18,4.3,0.8,1.3,0.6,88.0,3.0,2023-24,Miami (FL),ACC,6.6,0.6,1.7,0.5,5.2,1.0,39.5,1.050125,1.12,6.115928
Mailien Rolf,8,Playmaking wing,Germany,U16,2021,10.9,5.8,0.529,1.9,3.9,33.3%,2.0,18.8%,36.5%,3.9,2.5,55.0%,2.0,0.48,3.2,1.2,2.9,1.1,31.0,5.1,2024-25,Arizona,Big 12,3.2,1.2,2.9,1.1,5.1,1.0,45.0,1.04875,1.13,6.043946249999999
Mailien Rolf,7,Secondary ball handler,Germany,U18,2022,10.4,5.7,0.548,2.6,3.3,34.1%,1.6,27.3%,37.5%,7.0,1.9,53.8%,2.7,0.78,3.2,1.2,2.9,1.1,31.0,5.1,2024-25,Arizona,Big 12,3.2,1.2,2.9,1.1,5.1,1.0,45.0,1.04875,1.13,6.043946249999999
Mailien Rolf,7,Playmaking wing,Germany,U18,2023,13.7,10.1,0.740,2.4,2.0,31.4%,3.9,25.9%,36.4%,4.4,3.6,80.0%,1.7,1.21,3.2,1.2,2.9,1.1,31.0,5.1,2024-25,Arizona,Big 12,3.2,1.2,2.9,1.1,5.1,1.0,45.0,1.04875,1.13,6.043946249999999
Mailien Rolf,11,Playmaking ball handler,Germany,U20,2024,8.5,4.9,0.574,1.9,2.9,40.4%,1.0,18.2%,42.1%,5.5,1.5,37.5%,1.1,0.66,3.2,1.2,2.9,1.1,31.0,5.1,2024-25,Arizona,Big 12,3.2,1.2,2.9,1.1,5.1,1.0,45.0,1.04875,1.13,6.043946249999999
Mailien Rolf,2,,Germany,U20,2025,1.5,0.0,0.000,0.0,0.5,0.0%,0.5,0.0%,0.0%,0.5,0.0,-,1.0,0.00,3.2,1.2,2.9,1.1,31.0,5.1,2024-25,Arizona,Big 12,3.2,1.2,2.9,1.1,5.1,1.0,45.0,1.04875,1.13,6.043946249999999
Rose Nelson,4,,Australia,U18,2022,3.3,2.0,0.615,1.0,1.3,50.0%,0.3,0.0%,50.0%,2.0,0.3,0.0%,1.3,0.80,2.3,0.9,2.8,1.2,102.0,3.9,2023-24,Fordham,A-10,3.7,1.0,3.5,2.0,5.8,1.0,122.5,1.029375,1.01,6.0300787499999995
Ebony Horton,6,Dynamic shooting wing,Great Britain,U20,2019,13.3,10.7,0.8,2.2,1.8,34.9%,5.0,20.0%,39.7%,5.5,2.7,87.5%,0.8,1.18,8.9,1.7,3.9,0.9,31.0,6.0,2018-19,St. Francis (NY),NEC,8.9,1.7,3.9,0.9,6.0,1.0,307.0,0.98325,0.97,5.7225150000000005
Carla Viegas,7,Dynamic shooting wing,Spain,U18,2023,8.4,9.3,1.102,0.6,0.9,42.0%,5.3,45.9%,59.0%,1.6,1.0,85.7%,0.9,0.67,6.3,0.5,1.1,0.7,90.0,4.5,2024-25,Florida St.,ACC,6.0,0.4,0.8,0.5,4.8,1.0,26.5,1.053375,1.12,5.662944
Dunja Zecevic,5,Rim-finishing big,Serbia,U18,2021,5.6,4.4,0.786,0.0,1.6,50.0%,0.2,0.0%,50.0%,4.2,1.8,66.7%,1.0,0.00,3.8,0.5,2.3,0.8,72.0,3.8,2024-25,UTEP,CUSA,5.4,0.6,3.3,1.0,5.6,1.0,204.0,1.009,1.0,5.650399999999999
Dunja Zecevic,7,Post-up big,Serbia,U18,2022,11.3,8.7,0.772,0.3,2.7,43.1%,0.1,0.0%,43.1%,4.9,3.0,81.0%,1.0,0.11,3.8,0.5,2.3,0.8,72.0,3.8,2024-25,UTEP,CUSA,5.4,0.6,3.3,1.0,5.6,1.0,204.0,1.009,1.0,5.650399999999999
Dunja Zecevic,7,Post-up big,Serbia,U20,2023,12.6,10.6,0.841,1.3,2.0,45.0%,0.3,50.0%,45.8%,7.9,4.1,65.5%,2.4,0.64,3.8,0.5,2.3,0.8,72.0,3.8,2024-25,UTEP,CUSA,5.4,0.6,3.3,1.0,5.6,1.0,204.0,1.009,1.0,5.650399999999999
Dunja Zecevic,7,Post-up big,Serbia,U20,2024,8.4,6.4,0.763,0.6,1.6,41.5%,0.4,33.3%,42.7%,4.9,2.3,62.5%,1.4,0.36,3.8,0.5,2.3,0.8,72.0,3.8,2024-25,UTEP,CUSA,5.4,0.6,3.3,1.0,5.6,1.0,204.0,1.009,1.0,5.650399999999999
Deniya Prawl,6,Playmaking wing,Canada,U16,2019,14.7,10.5,0.716,3.2,1.7,36.5%,2.7,25.0%,39.2%,3.8,1.5,55.6%,5.5,1.90,4.0,0.4,2.7,1.2,29.0,4.7,2025-26,Tennessee,SEC,4.0,0.4,2.7,1.2,4.7,1.0,19.0,1.05525,1.13,5.60443275
Deniya Prawl,6,Playmaking wing,Canada,U17,2022,4.5,2.8,0.63,1.8,1.3,38.9%,0.7,25.0%,41.7%,5.2,0.3,100.0%,1.8,1.38,4.0,0.4,2.7,1.2,29.0,4.7,2025-26,Tennessee,SEC,4.0,0.4,2.7,1.2,4.7,1.0,19.0,1.05525,1.13,5.60443275
Deniya Prawl,7,Secondary ball handler,Canada,U17,2024,14.3,11.9,0.83,3.4,1.1,39.2%,2.9,20.0%,41.8%,7.3,4.1,58.6%,2.1,3.00,4.0,0.4,2.7,1.2,29.0,4.7,2025-26,Tennessee,SEC,4.0,0.4,2.7,1.2,4.7,1.0,19.0,1.05525,1.13,5.60443275
Valentyna Kadlecova,4,Playmaking wing,Czechia,U20,2021,13.3,8.5,0.642,1.5,2.5,29.7%,3.3,30.8%,35.1%,3.3,3.0,66.7%,1.5,0.60,3.4,0.3,1.1,0.4,22.0,2.8,2025-26,Indiana,Big Ten,5.4,0.5,1.9,0.8,4.7,1.0,30.0,1.0525,1.12,5.5403600000000015
Valentyna Kadlecova,9,Dynamic shooting wing,Czechia,U20,2022,15.1,11.8,0.779,1.3,2.2,36.7%,5.2,23.4%,41.7%,1.8,1.9,88.2%,0.8,0.60,3.4,0.3,1.1,0.4,22.0,2.8,2025-26,Indiana,Big Ten,5.4,0.5,1.9,0.8,4.7,1.0,30.0,1.0525,1.12,5.5403600000000015
Valentyna Kadlecova,7,Dynamic shooting wing,Czechia,U20,2023,17.7,16.1,0.911,1.9,2.9,39.8%,5.4,34.2%,47.2%,4.1,5.0,85.7%,1.3,0.65,3.4,0.3,1.1,0.4,22.0,2.8,2025-26,Indiana,Big Ten,5.4,0.5,1.9,0.8,4.7,1.0,30.0,1.0525,1.12,5.5403600000000015
Valentyna Kadlecova,7,Dynamic shooting wing,Czechia,U20,2024,15.4,12.1,0.787,3.0,2.3,36.4%,5.7,27.5%,42.6%,1.6,1.6,90.9%,1.1,1.31,3.4,0.3,1.1,0.4,22.0,2.8,2025-26,Indiana,Big Ten,5.4,0.5,1.9,0.8,4.7,1.0,30.0,1.0525,1.12,5.5403600000000015
Marta Suarez,4,,Spain,U18,2019,5.8,5.3,0.913,0.0,0.8,44.4%,1.5,16.7%,47.2%,0.0,1.0,100.0%,0.0,0.0,11.6,1.7,6.2,1.1,140.0,11.3,2020-21,Tennessee,SEC,4.1,0.8,3.6,0.4,4.6,1.0,19.0,1.05525,1.13,5.4851895
Emerita Mashaire,8,Spot-up shooting wing,Finland,U18,2019,7.8,5.6,0.726,1.5,1.8,43.2%,2.5,15.0%,46.6%,4.6,1.0,50.0%,1.8,0.86,4.0,1.1,2.6,0.6,108.0,3.4,2022-23,Buffalo,MAC,4.9,1.8,3.7,0.7,5.2,1.0,108.0,1.033,1.01,5.4253160000000005
Estel Puiggros,11,Dynamic shooting wing,Spain,U18,2019,7.5,4.6,0.622,0.9,1.8,29.3%,3.5,23.7%,37.1%,0.9,0.9,80.0%,0.5,0.5,3.6,1.2,1.6,0.8,131.0,3.7,2021-22,Ball St.,MAC,5.0,1.8,1.6,1.1,5.0,1.0,89.5,1.037625,1.01,5.2400062499999995
Jana Vesic,5,Playmaking wing,Serbia,U16,2021,10.4,5.0,0.481,0.8,2.4,25.6%,2.6,15.4%,28.2%,2.6,0.8,75.0%,2.0,0.33,8.3,2.5,1.9,0.8,30.0,5.1,2025-26,Seattle,WCC,8.3,2.5,1.9,0.8,5.1,1.0,274.0,0.9915,1.02,5.157782999999999
Jana Vesic,7,Playmaking wing,Serbia,U16,2022,8.6,8.3,0.967,1.1,1.9,48.8%,3.0,42.9%,59.3%,1.9,1.4,70.0%,1.7,0.62,8.3,2.5,1.9,0.8,30.0,5.1,2025-26,Seattle,WCC,8.3,2.5,1.9,0.8,5.1,1.0,274.0,0.9915,1.02,5.157782999999999
Jana Vesic,7,Secondary ball handler,Serbia,U18,2024,10.0,7.1,0.714,2.0,3.0,41.3%,2.9,35.0%,48.9%,1.4,1.0,71.4%,0.7,0.67,8.3,2.5,1.9,0.8,30.0,5.1,2025-26,Seattle,WCC,8.3,2.5,1.9,0.8,5.1,1.0,274.0,0.9915,1.02,5.157782999999999
Jana Vesic,7,Playmaking ball handler,Serbia,U20,2025,7.0,6.3,0.898,2.7,1.3,44.7%,2.6,38.9%,53.9%,1.7,0.6,75.0%,1.7,2.11,8.3,2.5,1.9,0.8,30.0,5.1,2025-26,Seattle,WCC,8.3,2.5,1.9,0.8,5.1,1.0,274.0,0.9915,1.02,5.157782999999999
Rosalie Mercille,5,Spot-up shooting wing,Canada,U16,2019,10.2,5.6,0.549,1.8,1.0,22.2%,5.6,21.4%,28.9%,4.4,0.6,66.7%,1.6,1.80,5.9,0.9,1.7,0.5,83.0,4.3,2023-24,Monmouth,CAA,6.4,0.9,2.0,0.5,5.1,1.0,251.5,0.997125,1.0,5.0853375
